locus_tag	operonID	gene
b2894	operon_1551	xerD
b2895	operon_1552	fldB
b2896	operon_1553	cptA
b2897	operon_1553	sdhE
b2898	operon_1554	ygfZ
b2899	operon_1555	yqfA
b2900	operon_1556	yqfB
b2901	operon_1557	bglA
b2902	operon_1558	ygfF
b2903	operon_1559	gcvP
b2904	operon_1559	gcvH
b2905	operon_1560	gcvT
b2906	operon_1561	ubiI
b2907	operon_1561	ubiH
b2908	operon_1561	pepP
b2909	operon_1561	ygfB
b2910	operon_1562	zapA
b2911	operon_1562	ssrS
b2912	operon_1562	fau
b4446	operon_1563	sibC
b4665	operon_1564	ibsC
b2913	operon_1565	serA
b2914	operon_1566	rpiA
b2915	operon_1566	yqfE
b2916	operon_1567	argP
b2917	operon_1568	scpA
b2918	operon_1568	argK
b2919	operon_1568	scpB
b2920	operon_1568	scpC
b2921	operon_1569	ygfI
b2922	operon_1570	yggE
b2923	operon_1570	argO
b2924	operon_1571	mscS
b2925	operon_1572	fbaA
b2926	operon_1573	pgk
b2927	operon_1573	epd
b2928	operon_1574	yggC
b2929	operon_1574	yggD
b2930	operon_1574	yggF
b4465	operon_1574	yggP
b2933	operon_1574	cmtA
b2934	operon_1574	cmtB
b2935	operon_1575	tktA
b2936	operon_1576	loiP
b2937	operon_1577	speB
b2938	operon_1578	speA
b2939	operon_1578	yqgB
b2940	operon_1579	yqgC
b2942	operon_1580	metK
b2943	operon_1581	galP
b2944	operon_1581	yggI
b2945	operon_1581	endA
b2946	operon_1581	rsmE
b2947	operon_1581	gshB
b2948	operon_1581	yqgE
b2949	operon_1581	yqgF
b2950	operon_1582	yggR
b2951	operon_1583	yggS
b2952	operon_1583	yggT
b2953	operon_1583	yggU
b2954	operon_1583	rdgB
b2955	operon_1583	yggW
b2956	operon_1584	yggM
b2957	operon_1585	ansB
b2958	operon_1586	yggN
b2959	operon_1587	yggL
b2960	operon_1587	trmI
b2961	operon_1588	mutY
b2962	operon_1588	yggX
b2963	operon_1589	mltC
b2964	operon_1590	nupG
b2965	operon_1591	speC
b2966	operon_1592	yqgA
b2967	operon_1593	pheV
b2968	operon_1594	yghD
b2969	operon_1594	yghE
b2970	operon_1594	yghF
b2971	operon_1595	yghG
b2972	operon_1595	pppA
b4466	operon_1596	yghJ
b2975	operon_1597	glcA
b2976	operon_1598	glcB
b2977	operon_1598	glcG
b4467	operon_1598	glcF
b4468	operon_1598	glcE
b2979	operon_1598	glcD
b2980	operon_1599	glcC
b2981	operon_1600	yghO
b2983	operon_1601	yghQ
b2984	operon_1601	yghR
b2985	operon_1601	yghS
b2986	operon_1602	yghT
b2987	operon_1603	pitB
b2988	operon_1604	gss
b2989	operon_1605	yghU
b2990	operon_1606	hybG
b2991	operon_1606	hybF
b2992	operon_1606	hybE
b2993	operon_1606	hybD
b2994	operon_1606	hybC
b2995	operon_1606	hybB
b2996	operon_1606	hybA
b2997	operon_1606	hybO
b2998	operon_1607	yghW
b4658	operon_1607	yghX
b3001	operon_1608	gpr
b3002	operon_1609	yqhA
b3003	operon_1610	yghA
b3005	operon_1611	exbD
b3006	operon_1611	exbB
b3008	operon_1612	metC
b3009	operon_1612	yghB
b3010	operon_1613	yqhC
b3011	operon_1614	yqhD
b3012	operon_1615	dkgA
b3013	operon_1616	yqhG
b3014	operon_1616	yqhH
b4469	operon_1617	ygiQ
b3017	operon_1618	ftsP
b3018	operon_1618	plsC
b3019	operon_1619	parC
b3020	operon_1620	ygiS
b3021	operon_1620	mqsA
b3022	operon_1620	mqsR
b3023	operon_1621	ygiV
b3024	operon_1622	ygiW
b3025	operon_1623	qseB
b3026	operon_1623	qseC
b3027	operon_1624	ygiZ
b3028	operon_1625	mdaB
b3029	operon_1625	ygiN
b3030	operon_1626	parE
b3031	operon_1626	yqiA
b3032	operon_1626	cpdA
b3033	operon_1626	yqiB
b3034	operon_1626	nudF
b3035	operon_1627	tolC
b3037	operon_1627	ygiB
b3038	operon_1627	ygiC
b3039	operon_1628	ygiD
b3040	operon_1629	zupT
b3041	operon_1630	ribB
b3042	operon_1631	yqiC
b3043	operon_1632	ygiL
b3046	operon_1633	yqiG
b3047	operon_1633	yqiH
b3048	operon_1633	yqiI
b3049	operon_1634	glgS
b3050	operon_1635	yqiJ
b3051	operon_1635	yqiK
b4447	operon_1636	sibD
b4664	operon_1637	ibsD
b4611	operon_1638	sibE
b4666	operon_1639	ibsE
b3052	operon_1640	hldE
b3053	operon_1640	glnE
b3054	operon_1640	ygiF
b3055	operon_1641	ygiM
b3056	operon_1641	cca
b3057	operon_1642	bacA
b3058	operon_1642	folB
b3059	operon_1643	plsY
b3060	operon_1644	ttdR
b3061	operon_1645	ttdA
b3062	operon_1645	ttdB
b3063	operon_1646	ttdT
b3064	operon_1647	tsaD
b3065	operon_1648	rpsU
b3066	operon_1649	dnaG
b3067	operon_1650	rpoD
b3068	operon_1651	mug
b3069	operon_1652	ileX
b3070	operon_1653	yqjH
b3071	operon_1654	yqjI
b3072	operon_1655	aer
b3073	operon_1656	patA
b3074	operon_1657	ygjH
b3075	operon_1658	ebgR
b3076	operon_1659	ebgA
b3077	operon_1659	ebgC
b3078	operon_1659	ygjI
b3079	operon_1660	ygjJ
b3080	operon_1660	ygjK
b3081	operon_1661	fadH
b3082	operon_1662	higA
b3083	operon_1662	higB
b3084	operon_1663	rlmG
b3085	operon_1664	ygjP
b3086	operon_1664	ygjQ
b3087	operon_1664	ygjR
b3088	operon_1665	alx
b3089	operon_1666	sstT
b3090	operon_1667	ygjV
b3091	operon_1668	uxaA
b3092	operon_1668	uxaC
b3093	operon_1669	exuT
b3094	operon_1670	exuR
b3095	operon_1671	yqjA
b3096	operon_1671	mzrA
b3097	operon_1672	yqjC
b3098	operon_1672	yqjD
b3099	operon_1672	yqjE
b3100	operon_1672	yqjK
b3101	operon_1673	yqjF
b3102	operon_1674	yqjG
b3103	operon_1675	yhaH
b3104	operon_1676	yhaI
b3105	operon_1677	yhaJ
b3106	operon_1678	yhaK
b3107	operon_1678	yhaL
b4470	operon_1679	yhaM
b3110	operon_1679	yhaO
b4471	operon_1680	tdcG
b3113	operon_1681	tdcF
b3114	operon_1681	tdcE
b3115	operon_1681	tdcD
b3116	operon_1681	tdcC
b3117	operon_1681	tdcB
b3118	operon_1681	tdcA
b3119	operon_1682	tdcR
b3120	operon_1683	yhaB
b3121	operon_1683	yhaC
b3123	operon_1684	rnpB
b3124	operon_1685	garK
b3125	operon_1685	garR
b3126	operon_1685	garL
b3127	operon_1685	garP
b3128	operon_1686	garD
b3129	operon_1686	prlF
b3130	operon_1686	yhaV
b3131	operon_1687	agaR
b3132	operon_1688	kbaZ
b3133	operon_1688	agaV
b3134	operon_1689	agaW
b3135	operon_1689	agaA
b3136	operon_1690	agaS
b3137	operon_1690	kbaY
b3138	operon_1691	agaB
b3139	operon_1691	agaC
b3140	operon_1691	agaD
b3141	operon_1691	agaI
b3142	operon_1692	yraH
b3143	operon_1693	yraI
b3144	operon_1693	yraJ
b3145	operon_1693	yraK
b3146	operon_1694	rsmI
b3147	operon_1695	lpoA
b3148	operon_1695	yraN
b3149	operon_1695	diaA
b3150	operon_1695	yraP
b3151	operon_1696	yraQ
b3152	operon_1696	yraR
b3153	operon_1697	yhbO
b3154	operon_1698	yhbP
b3155	operon_1699	yhbQ
b3156	operon_1700	yhbS
b3157	operon_1700	yhbT
b3158	operon_1701	yhbU
b3159	operon_1701	yhbV
b3160	operon_1701	yhbW
b3161	operon_1702	mtr
b3162	operon_1703	deaD
b4685	operon_1703	yrbN
b3163	operon_1703	nlpI
b3164	operon_1704	pnp
b4449	operon_1705	psrO
b3165	operon_1706	rpsO
b3166	operon_1706	truB
b3167	operon_1706	rbfA
b3168	operon_1707	infB
b3169	operon_1707	nusA
b3170	operon_1707	rimP
b3171	operon_1708	metY
b3172	operon_1709	argG
b3173	operon_1710	yhbX
b3174	operon_1711	leuU
b3175	operon_1712	secG
b3176	operon_1713	glmM
b3177	operon_1713	folP
b3178	operon_1714	ftsH
b3179	operon_1714	rlmE
b3180	operon_1715	yhbY
b3181	operon_1716	greA
b3182	operon_1717	dacB
b3183	operon_1718	obgE
b3184	operon_1718	yhbE
b3185	operon_1719	rpmA
b3186	operon_1719	rplU
b3187	operon_1720	ispB
b3188	operon_1721	sfsB
b3189	operon_1722	murA
b3190	operon_1722	ibaG
b3191	operon_1723	mlaB
b3192	operon_1723	mlaC
b3193	operon_1723	mlaD
b3194	operon_1723	mlaE
b3195	operon_1723	mlaF
b3196	operon_1724	yrbG
b3197	operon_1724	kdsD
b3198	operon_1724	kdsC
b3199	operon_1724	lptC
b3200	operon_1724	lptA
b3201	operon_1724	lptB
b3202	operon_1724	rpoN
b3203	operon_1724	hpf
b3204	operon_1725	ptsN
b3205	operon_1725	yhbJ
b3206	operon_1725	npr
b3207	operon_1726	yrbL
b3208	operon_1727	mtgA
b3209	operon_1727	elbB
b4450	operon_1728	arcZ
b3210	operon_1729	arcB
b3211	operon_1729	yhcC
b3212	operon_1730	gltB
b3213	operon_1730	gltD
b3214	operon_1731	gltF
b3215	operon_1732	yhcA
b3216	operon_1732	yhcD
b4569	operon_1733	yhcE
b3219	operon_1733	yhcF
b3220	operon_1734	yhcG
b3221	operon_1735	yhcH
b3222	operon_1735	nanK
b3223	operon_1735	nanE
b3224	operon_1736	nanT
b3225	operon_1737	nanA
b3226	operon_1737	nanR
b3227	operon_1738	dcuD
b3228	operon_1739	sspB
b3229	operon_1739	sspA
b3230	operon_1740	rpsI
b3231	operon_1740	rplM
b3232	operon_1741	yhcM
b3233	operon_1742	yhcB
b3234	operon_1743	degQ
b3235	operon_1744	degS
b3236	operon_1745	mdh
b3237	operon_1746	argR
b3238	operon_1747	yhcN
b3239	operon_1748	yhcO
b3240	operon_1749	aaeB
b3241	operon_1749	aaeA
b3242	operon_1749	aaeX
b3243	operon_1750	aaeR
b3244	operon_1751	tldD
b4472	operon_1752	yhdP
b3247	operon_1752	rng
b3248	operon_1752	yhdE
b3249	operon_1752	mreD
b3250	operon_1752	mreC
b3251	operon_1753	mreB
b3252	operon_1754	csrD
b3253	operon_1755	acuI
b4697	operon_1755	yrdF
b4646	operon_1755	yrdE
b3255	operon_1756	accB
b3256	operon_1756	accC
b3257	operon_1757	yhdT
b3258	operon_1757	panF
b3259	operon_1757	prmA
b3260	operon_1758	dusB
b3261	operon_1758	fis
b3262	operon_1759	yhdJ
b3263	operon_1759	yhdU
b3264	operon_1760	acrS
b3265	operon_1761	acrE
b3266	operon_1761	acrF
b3267	operon_1762	yhdV
b3268	operon_1763	yhdW
b3269	operon_1763	yhdX
b3270	operon_1763	yhdY
b3271	operon_1763	yhdZ
b3272	operon_1764	rrfF
b3273	operon_1764	thrV
b3274	operon_1764	rrfD
b3275	operon_1764	rrlD
b3276	operon_1765	alaU
b3277	operon_1765	ileU
b3278	operon_1765	rrsD
b3279	operon_1766	yrdA
b3280	operon_1767	yrdB
b3281	operon_1767	aroE
b3282	operon_1767	tsaC
b3283	operon_1767	yrdD
b3284	operon_1767	smg
b4473	operon_1767	smf
b3287	operon_1768	def
b3288	operon_1768	fmt
b3289	operon_1768	rsmB
b3290	operon_1768	trkA
b3291	operon_1769	mscL
b4550	operon_1770	arfA
b3292	operon_1770	zntR
b3293	operon_1770	yhdN
b3294	operon_1771	rplQ
b3295	operon_1771	rpoA
b3296	operon_1772	rpsD
b3297	operon_1772	rpsK
b3298	operon_1772	rpsM
b3299	operon_1773	rpmJ
b3300	operon_1773	secY
b3301	operon_1773	rplO
b3302	operon_1773	rpmD
b3303	operon_1773	rpsE
b3304	operon_1773	rplR
b3305	operon_1773	rplF
b3306	operon_1773	rpsH
b3307	operon_1773	rpsN
b3308	operon_1773	rplE
b3309	operon_1773	rplX
b3310	operon_1773	rplN
b3311	operon_1774	rpsQ
b3312	operon_1774	rpmC
b3313	operon_1774	rplP
b3314	operon_1774	rpsC
b3315	operon_1774	rplV
b3316	operon_1774	rpsS
b3317	operon_1774	rplB
b3318	operon_1774	rplW
b3319	operon_1774	rplD
b3320	operon_1774	rplC
b3321	operon_1774	rpsJ
b3322	operon_1775	gspB
b3323	operon_1775	gspA
b3324	operon_1776	gspC
b3325	operon_1776	gspD
b3326	operon_1776	gspE
b3327	operon_1776	gspF
b3328	operon_1776	gspG
b3329	operon_1776	gspH
b3330	operon_1776	gspI
b3331	operon_1776	gspJ
b3332	operon_1776	gspK
b3333	operon_1776	gspL
b3334	operon_1776	gspM
b3335	operon_1776	gspO
b3336	operon_1777	bfr
b3337	operon_1777	bfd
b3338	operon_1778	chiA
b3339	operon_1779	tufA
b3340	operon_1780	fusA
b3341	operon_1780	rpsG
b3342	operon_1780	rpsL
b3343	operon_1781	tusB
b3344	operon_1781	tusC
b3345	operon_1781	tusD
b3346	operon_1781	yheO
b3347	operon_1782	fkpA
b3348	operon_1783	slyX
b3349	operon_1784	slyD
b4551	operon_1784	yheV
b3350	operon_1784	kefB
b3351	operon_1784	kefG
b3352	operon_1785	yheS
b3353	operon_1785	yheT
b3354	operon_1785	yheU
b3355	operon_1785	prkB
b3356	operon_1786	yhfA
b3357	operon_1787	crp
b3358	operon_1788	yhfK
b3359	operon_1789	argD
b3360	operon_1789	pabA
b3361	operon_1789	fic
b3362	operon_1789	yhfG
b3363	operon_1790	ppiA
b3364	operon_1791	tsgA
b3365	operon_1792	nirB
b3366	operon_1792	nirD
b3367	operon_1793	nirC
b3368	operon_1793	cysG
b3369	operon_1794	yhfL
b3370	operon_1795	frlA
b3371	operon_1795	frlB
b4474	operon_1796	frlC
b3374	operon_1796	frlD
b3375	operon_1797	frlR
b3376	operon_1798	yhfS
b3377	operon_1798	yhfT
b3378	operon_1798	yhfU
b3379	operon_1798	php
b3380	operon_1798	yhfW
b3381	operon_1798	yhfX
b3382	operon_1798	yhfY
b3383	operon_1798	yhfZ
b3384	operon_1799	trpS
b3385	operon_1799	gph
b3386	operon_1799	rpe
b3387	operon_1799	dam
b3388	operon_1800	damX
b3389	operon_1801	aroB
b3390	operon_1801	aroK
b3391	operon_1802	hofQ
b3392	operon_1802	hofP
b3393	operon_1802	hofO
b3394	operon_1802	hofN
b3395	operon_1802	hofM
b3396	operon_1803	mrcA
b3397	operon_1804	nudE
b3398	operon_1805	yrfF
b3399	operon_1806	yrfG
b3400	operon_1806	hslR
b3401	operon_1806	hslO
b3402	operon_1807	yhgE
b3403	operon_1808	pck
b3404	operon_1809	envZ
b3405	operon_1809	ompR
b3406	operon_1810	greB
b3407	operon_1810	yhgF
b3408	operon_1811	feoA
b3409	operon_1811	feoB
b3410	operon_1811	feoC
b3411	operon_1812	yhgA
b3412	operon_1813	bioH
b3413	operon_1814	gntX
b3414	operon_1814	nfuA
b3415	operon_1815	gntT
b3416	operon_1816	malQ
b3417	operon_1816	malP
b3418	operon_1817	malT
b4475	operon_1818	rtcA
b3421	operon_1818	rtcB
b3422	operon_1819	rtcR
b3423	operon_1820	glpR
b3424	operon_1820	glpG
b3425	operon_1820	glpE
b3426	operon_1821	glpD
b3427	operon_1822	yzgL
b3428	operon_1823	glgP
b3429	operon_1823	glgA
b3430	operon_1823	glgC
b3431	operon_1823	glgX
b3432	operon_1823	glgB
b3433	operon_1824	asd
b3434	operon_1825	yhgN
b4476	operon_1826	gntU
b3437	operon_1826	gntK
b3438	operon_1826	gntR
b3439	operon_1827	yhhW
b3440	operon_1827	yhhX
b4451	operon_1827	ryhB
b3441	operon_1828	yhhY
b3442	operon_1829	yhhZ
b3443	operon_1830	yrhA
b3446	operon_1831	yrhB
b3447	operon_1832	ggt
b3448	operon_1833	yhhA
b3449	operon_1834	ugpQ
b3450	operon_1834	ugpC
b3451	operon_1834	ugpE
b3452	operon_1834	ugpA
b3453	operon_1834	ugpB
b3454	operon_1835	livF
b3455	operon_1835	livG
b3456	operon_1835	livM
b3457	operon_1835	livH
b3458	operon_1836	livK
b3459	operon_1837	panM
b3460	operon_1838	livJ
b3461	operon_1839	rpoH
b3462	operon_1840	ftsX
b3463	operon_1840	ftsE
b3464	operon_1840	ftsY
b3465	operon_1841	rsmD
b3466	operon_1841	yhhL
b3467	operon_1842	yhhM
b3468	operon_1843	yhhN
b3469	operon_1844	zntA
b3470	operon_1845	tusA
b3471	operon_1846	yhhQ
b3472	operon_1846	dcrB
b3473	operon_1847	yhhS
b3474	operon_1848	yhhT
b3475	operon_1848	acpT
b3476	operon_1848	nikA
b3477	operon_1848	nikB
b3478	operon_1848	nikC
b3479	operon_1848	nikD
b3480	operon_1848	nikE
b3481	operon_1848	nikR
b3482	operon_1849	rhsB
b3483	operon_1849	yhhH
b4552	operon_1849	yrhC
b3484	operon_1849	yhhI
b3485	operon_1850	yhhJ
b3486	operon_1850	rbbA
b3487	operon_1850	yhiI
b3488	operon_1851	yhiJ
b4660	operon_1852	yhiL
b3491	operon_1853	yhiM
b3492	operon_1854	yhiN
b3493	operon_1855	pitA
b3494	operon_1856	uspB
b3495	operon_1857	uspA
b3496	operon_1858	dtpB
b3497	operon_1859	rsmJ
b3498	operon_1859	prlC
b3499	operon_1860	rlmJ
b3500	operon_1860	gor
b4613	operon_1861	dinQ
b4712	operon_1862	agrA
b4713	operon_1862	agrB
b3501	operon_1863	arsR
b3502	operon_1863	arsB
b3503	operon_1863	arsC
b3504	operon_1864	yhiS
b3506	operon_1865	slp
b3507	operon_1866	dctR
b3508	operon_1867	yhiD
b3509	operon_1868	hdeB
b3510	operon_1869	hdeA
b3511	operon_1870	hdeD
b4704	operon_1871	arrS
b3512	operon_1872	gadE
b3513	operon_1873	mdtE
b3514	operon_1873	mdtF
b3515	operon_1874	gadW
b4452	operon_1875	gadY
b3516	operon_1876	gadX
b3517	operon_1877	gadA
b3518	operon_1878	yhjA
b3519	operon_1879	treF
b3520	operon_1880	yhjB
b3521	operon_1881	yhjC
b3522	operon_1881	yhjD
b3523	operon_1882	yhjE
b3524	operon_1883	yhjG
b3525	operon_1883	yhjH
b3526	operon_1884	kdgK
b3527	operon_1885	yhjJ
b3528	operon_1886	dctA
b3529	operon_1887	yhjK
b3530	operon_1887	bcsC
b3531	operon_1887	bcsZ
b3532	operon_1887	bcsB
b3533	operon_1887	bcsA
b3534	operon_1887	bcsQ
b3535	operon_1887	yhjR
b3536	operon_1888	bcsE
b3537	operon_1888	bcsF
b3538	operon_1888	bcsG
b4453	operon_1889	ldrD
b4454	operon_1890	rdlD
b3539	operon_1891	yhjV
b3540	operon_1892	dppF
b3541	operon_1892	dppD
b3542	operon_1892	dppC
b3543	operon_1892	dppB
b3544	operon_1893	dppA
b3545	operon_1894	proK
b3546	operon_1895	eptB
b3547	operon_1896	yhjX
b3548	operon_1897	yhjY
b3549	operon_1898	tag
b3550	operon_1898	yiaC
b3551	operon_1899	bisC
b3552	operon_1900	yiaD
b3553	operon_1901	ghrB
b3554	operon_1902	yiaF
b3555	operon_1903	yiaG
b3556	operon_1904	cspA
b4455	operon_1905	hokA
b4647	operon_1905	mokA
b3557	operon_1906	insJ
b3558	operon_1906	insK
b4614	operon_1907	sokA
b3559	operon_1908	glyS
b3560	operon_1908	glyQ
b4553	operon_1908	ysaB
b3561	operon_1909	wecH
b3562	operon_1910	yiaA
b3563	operon_1910	yiaB
b3564	operon_1911	xylB
b3565	operon_1912	xylA
b3566	operon_1913	xylF
b3567	operon_1914	xylG
b3568	operon_1914	xylH
b3569	operon_1915	xylR
b3570	operon_1916	bax
b3571	operon_1917	malS
b3572	operon_1918	avtA
b3573	operon_1919	ysaA
b3574	operon_1919	yiaJ
b3575	operon_1920	yiaK
b3576	operon_1920	yiaL
b3577	operon_1920	yiaM
b3578	operon_1920	yiaN
b3579	operon_1920	yiaO
b3580	operon_1920	lyxK
b3581	operon_1920	sgbH
b3582	operon_1920	sgbU
b3583	operon_1920	sgbE
b4648	operon_1921	ysaC
b4649	operon_1922	ysaD
b3584	operon_1923	yiaT
b3585	operon_1924	yiaU
b3586	operon_1925	yiaV
b3587	operon_1925	yiaW
b3588	operon_1926	aldB
b3589	operon_1927	yiaY
b3590	operon_1928	selB
b3591	operon_1928	selA
b3592	operon_1928	yibF
b3593	operon_1929	rhsA
b3594	operon_1929	yibA
b3595	operon_1929	rhsJ
b3596	operon_1929	yibG
b4650	operon_1929	yibS
b4651	operon_1929	yibW
b4615	operon_1929	yibV
b4652	operon_1930	yibU
b3597	operon_1931	yibH
b3598	operon_1931	yibI
b3599	operon_1932	mtlA
b3600	operon_1933	mtlD
b3601	operon_1933	mtlR
b4554	operon_1934	yibT
b3602	operon_1935	yibL
b3603	operon_1936	lldP
b3604	operon_1936	lldR
b3605	operon_1936	lldD
b3606	operon_1937	trmL
b3607	operon_1938	cysE
b3608	operon_1939	gpsA
b3609	operon_1939	secB
b3610	operon_1939	grxC
b3611	operon_1939	yibN
b3612	operon_1940	gpmM
b3613	operon_1940	envC
b3614	operon_1940	yibQ
b3615	operon_1941	waaH
b3616	operon_1942	tdh
b3617	operon_1942	kbl
b3618	operon_1943	yibB
b3619	operon_1944	hldD
b3620	operon_1944	waaF
b3621	operon_1944	waaC
b3622	operon_1944	waaL
b3623	operon_1945	waaU
b3624	operon_1945	waaZ
b3625	operon_1945	waaY
b3626	operon_1945	waaJ
b3627	operon_1945	waaR
b3628	operon_1945	waaB
b3629	operon_1945	waaS
b3630	operon_1945	waaP
b3631	operon_1945	waaG
b3632	operon_1945	waaQ
b3633	operon_1946	waaA
b3634	operon_1946	coaD
b3635	operon_1947	mutM
b3636	operon_1948	rpmG
b3637	operon_1948	rpmB
b3638	operon_1949	yicR
b3639	operon_1950	dfp
b3640	operon_1950	dut
b3641	operon_1950	slmA
b3642	operon_1951	pyrE
b3643	operon_1951	rph
b3644	operon_1952	yicC
b3645	operon_1953	dinD
b3646	operon_1954	yicG
b3647	operon_1955	ligB
b3648	operon_1956	gmk
b3649	operon_1956	rpoZ
b3650	operon_1956	spoT
b3651	operon_1956	trmH
b3652	operon_1956	recG
b3653	operon_1957	gltS
b3654	operon_1958	xanP
b3655	operon_1958	yicH
b3656	operon_1959	yicI
b3657	operon_1959	yicJ
b3658	operon_1960	selC
b4653	operon_1960	yicT
b3659	operon_1961	setC
b3660	operon_1961	yicL
b3661	operon_1962	nlpA
b4555	operon_1963	yicS
b3662	operon_1964	nepI
b3663	operon_1965	yicN
b3664	operon_1965	yicO
b3665	operon_1966	ade
b3666	operon_1967	uhpT
b3667	operon_1967	uhpC
b3668	operon_1967	uhpB
b3669	operon_1967	uhpA
b3670	operon_1967	ilvN
b3671	operon_1967	ilvB
b3672	operon_1968	ivbL
b4616	operon_1968	istR
b4618	operon_1969	tisB
b3673	operon_1970	emrD
b3674	operon_1971	yidF
b3675	operon_1971	yidG
b3676	operon_1971	yidH
b3677	operon_1972	yidI
b3678	operon_1973	yidJ
b3679	operon_1973	yidK
b3680	operon_1974	yidL
b4556	operon_1975	glvG
b3683	operon_1975	glvC
b3684	operon_1976	yidP
b3685	operon_1977	yidE
b3686	operon_1978	ibpB
b3687	operon_1978	ibpA
b3688	operon_1979	yidQ
b3689	operon_1980	yidR
b3690	operon_1981	cbrA
b3691	operon_1982	dgoT
b4478	operon_1982	dgoD
b4477	operon_1982	dgoA
b3693	operon_1982	dgoK
b4479	operon_1982	dgoR
b3696	operon_1983	yidX
b3697	operon_1984	yidA
b3698	operon_1984	yidB
b3699	operon_1985	gyrB
b3700	operon_1985	recF
b3701	operon_1985	dnaN
b3702	operon_1985	dnaA
b3703	operon_1986	rpmH
b3704	operon_1986	rnpA
b4557	operon_1986	yidD
b3705	operon_1986	yidC
b3706	operon_1987	mnmE
b3707	operon_1988	tnaC
b3708	operon_1989	tnaA
b3709	operon_1990	tnaB
b3710	operon_1991	mdtL
b3711	operon_1991	yidZ
b3712	operon_1992	yieE
b3713	operon_1992	chrR
b3714	operon_1993	purP
b3715	operon_1994	yieH
b3716	operon_1994	cbrB
b3717	operon_1994	cbrC
b3718	operon_1995	yieK
b3719	operon_1995	yieL
b3720	operon_1995	bglH
b3721	operon_1996	bglB
b3722	operon_1996	bglF
b3723	operon_1996	bglG
b3724	operon_1997	phoU
b3725	operon_1997	pstB
b3726	operon_1998	pstA
b3727	operon_1998	pstC
b3728	operon_1998	pstS
b3729	operon_1999	glmS
b3730	operon_2000	glmU
b3731	operon_2001	atpC
b3732	operon_2001	atpD
b3733	operon_2001	atpG
b3734	operon_2001	atpA
b3735	operon_2001	atpH
b3736	operon_2001	atpF
b3737	operon_2001	atpE
b3738	operon_2001	atpB
b3739	operon_2001	atpI
b3740	operon_2002	rsmG
b3741	operon_2002	mnmG
b3742	operon_2003	mioC
b3743	operon_2004	asnC
b3744	operon_2005	asnA
b3745	operon_2006	viaA
b3746	operon_2006	ravA
b3747	operon_2007	kup
b3748	operon_2008	rbsD
b3749	operon_2008	rbsA
b3750	operon_2008	rbsC
b3751	operon_2008	rbsB
b3752	operon_2009	rbsK
b3753	operon_2009	rbsR
b3754	operon_2010	hsrA
b3755	operon_2010	yieP
b3756	operon_2011	rrsC
b3757	operon_2011	gltU
b3758	operon_2012	rrlC
b3759	operon_2012	rrfC
b3760	operon_2012	aspT
b3761	operon_2012	trpT
b4480	operon_2013	hdfR
b3764	operon_2014	yifE
b3765	operon_2015	yifB
b3766	operon_2016	ilvL
b4669	operon_2017	ilvX
b4488	operon_2017	ilvG
b3769	operon_2017	ilvM
b3770	operon_2017	ilvE
b3771	operon_2018	ilvD
b3772	operon_2018	ilvA
b3773	operon_2019	ilvY
b3774	operon_2020	ilvC
b3775	operon_2021	ppiC
b3777	operon_2022	yifN
b3778	operon_2023	rep
b3779	operon_2024	gpp
b3780	operon_2024	rhlB
b3781	operon_2025	trxA
b3783	operon_2026	rho
b3784	operon_2027	wecA
b3785	operon_2027	wzzE
b3786	operon_2028	wecB
b3787	operon_2028	wecC
b3788	operon_2028	rffG
b3789	operon_2028	rffH
b3790	operon_2028	wecD
b3791	operon_2028	wecE
b3792	operon_2028	wzxE
b4481	operon_2028	wecF
b3793	operon_2028	wzyE
b3794	operon_2028	wecG
b3795	operon_2029	yifK
b3796	operon_2029	argX
b3797	operon_2029	hisR
b3798	operon_2029	leuT
b3799	operon_2029	proM
b3800	operon_2029	aslB
b3801	operon_2030	aslA
b4456	operon_2031	glmZ
b3802	operon_2032	hemY
b3803	operon_2032	hemX
b3804	operon_2032	hemD
b3805	operon_2032	hemC
b3806	operon_2033	cyaA
b3807	operon_2034	cyaY
b4558	operon_2035	yifL
b3809	operon_2035	dapF
b3810	operon_2035	yigA
b3811	operon_2035	xerC
b3812	operon_2035	yigB
b3813	operon_2036	uvrD
b4482	operon_2037	yigE
b3816	operon_2038	corA
b3817	operon_2039	yigF
b3818	operon_2039	yigG
b3819	operon_2040	rarD
b3820	operon_2040	yigI
b3821	operon_2041	pldA
b3822	operon_2042	recQ
b3823	operon_2042	rhtC
b3824	operon_2043	rhtB
b3825	operon_2044	pldB
b3826	operon_2044	yigL
b3827	operon_2044	yigM
b3828	operon_2045	metR
b3829	operon_2046	metE
b3830	operon_2047	ysgA
b3831	operon_2048	udp
b3832	operon_2049	rmuC
b3833	operon_2049	ubiE
b3834	operon_2049	ubiJ
b4707	operon_2049	esrE
b3835	operon_2049	ubiB
b3836	operon_2049	tatA
b3838	operon_2049	tatB
b3839	operon_2049	tatC
b4483	operon_2050	tatD
b3842	operon_2051	rfaH
b3843	operon_2052	ubiD
b3844	operon_2052	fre
b3845	operon_2053	fadA
b3846	operon_2053	fadB
b3847	operon_2054	pepQ
b3848	operon_2054	yigZ
b3849	operon_2054	trkH
b3850	operon_2054	hemG
b3851	operon_2055	rrsA
b3852	operon_2055	ileT
b3853	operon_2055	alaT
b3854	operon_2056	rrlA
b3855	operon_2056	rrfA
b3856	operon_2057	mobB
